window_id,sample_start,sample_end,n_eval,correct_estimated,interval_acc,cumulative_correct_estimated,cumulative_n_eval,cumulative_acc
1292,130124,130223,100.0,97.0,0.970000,123266.0,129200.0,0.954071
1293,130224,130323,100.0,98.0,0.980000,123364.0,129300.0,0.954091
1294,130324,130423,100.0,96.0,0.960000,123460.0,129400.0,0.954096
1295,130424,130523,100.0,100.0,1.000000,123560.0,129500.0,0.954131
1296,130524,130623,100.0,95.0,0.950000,123655.0,129600.0,0.954128
1297,130624,130723,100.0,100.0,1.000000,123755.0,129700.0,0.954163
1298,130724,130823,100.0,100.0,1.000000,123855.0,129800.0,0.954199
1299,130824,130923,100.0,100.0,1.000000,123955.0,129900.0,0.954234
1300,130924,131023,100.0,96.0,0.960000,124051.0,130000.0,0.954238
1301,131024,131123,100.0,98.0,0.980000,124149.0,130100.0,0.954258
1302,131124,131223,100.0,100.0,1.000000,124249.0,130200.0,0.954293
1303,131224,131323,100.0,99.0,0.990000,124348.0,130300.0,0.954321
1304,131324,131423,100.0,98.0,0.980000,124446.0,130400.0,0.954340
1305,131424,131523,100.0,100.0,1.000000,124546.0,130500.0,0.954375
1306,131524,131623,100.0,95.0,0.950000,124641.0,130600.0,0.954372
1307,131624,131723,100.0,99.0,0.990000,124740.0,130700.0,0.954399
1308,131724,131823,100.0,96.0,0.960000,124836.0,130800.0,0.954404
1309,131824,131923,100.0,95.0,0.950000,124931.0,130900.0,0.954400
1310,131924,132023,100.0,99.0,0.990000,125030.0,131000.0,0.954427
1311,132024,132123,100.0,96.0,0.960000,125126.0,131100.0,0.954432
1312,132124,132223,100.0,99.0,0.990000,125225.0,131200.0,0.954459
1313,132224,132323,100.0,98.0,0.980000,125323.0,131300.0,0.954478
1314,132324,132423,100.0,98.0,0.980000,125421.0,131400.0,0.954498
1315,132424,132523,100.0,99.0,0.990000,125520.0,131500.0,0.954525
1316,132524,132623,100.0,100.0,1.000000,125620.0,131600.0,0.954559
1317,132624,132723,100.0,98.0,0.980000,125718.0,131700.0,0.954579
1318,132724,132823,100.0,97.0,0.970000,125815.0,131800.0,0.954590
1319,132824,132923,100.0,99.25,0.992500,125914.25,131900.0,0.954619
1320,132924,133023,100.0,99.75,0.997500,126014.0,132000.0,0.954652
1321,133024,133123,100.0,100.0,1.000000,126114.0,132100.0,0.954686
1322,133124,133223,100.0,99.0,0.990000,126213.0,132200.0,0.954713
1323,133224,133323,100.0,99.0,0.990000,126312.0,132300.0,0.954739
1324,133324,133423,100.0,97.0,0.970000,126409.0,132400.0,0.954751
1325,133424,133523,100.0,99.0,0.990000,126508.0,132500.0,0.954777
1326,133524,133623,100.0,100.0,1.000000,126608.0,132600.0,0.954811
1327,133624,133723,100.0,99.0,0.990000,126707.0,132700.0,0.954838
1328,133724,133823,100.0,100.0,1.000000,126807.0,132800.0,0.954872
1329,133824,133923,100.0,97.0,0.970000,126904.0,132900.0,0.954883
1330,133924,134023,100.0,99.0,0.990000,127003.0,133000.0,0.954910
1331,134024,134123,100.0,99.25,0.992500,127102.25,133100.0,0.954938
1332,134124,134223,100.0,94.75,0.947500,127197.0,133200.0,0.954932
1333,134224,134323,100.0,97.0,0.970000,127294.0,133300.0,0.954944
1334,134324,134423,100.0,95.0,0.950000,127389.0,133400.0,0.954940
1335,134424,134523,100.0,98.0,0.980000,127487.0,133500.0,0.954959
1336,134524,134623,100.0,98.0,0.980000,127585.0,133600.0,0.954978
1337,134624,134723,100.0,99.75,0.997500,127684.75,133700.0,0.955009
1338,134724,134823,100.0,95.25,0.952500,127780.0,133800.0,0.955007
1339,134824,134923,100.0,97.0,0.970000,127877.0,133900.0,0.955019
1340,134924,135023,100.0,99.0,0.990000,127976.0,134000.0,0.955045
1341,135024,135123,100.0,96.5,0.965000,128072.5,134100.0,0.955052
1342,135124,135223,100.0,96.5,0.965000,128169.0,134200.0,0.955060
1343,135224,135323,100.0,99.0,0.990000,128268.0,134300.0,0.955086
1344,135324,135423,100.0,99.0,0.990000,128367.0,134400.0,0.955112
1345,135424,135523,100.0,99.0,0.990000,128466.0,134500.0,0.955138
1346,135524,135623,100.0,98.0,0.980000,128564.0,134600.0,0.955156
1347,135624,135723,100.0,98.0,0.980000,128662.0,134700.0,0.955174
1348,135724,135823,100.0,97.0,0.970000,128759.0,134800.0,0.955185
1349,135824,135923,100.0,99.0,0.990000,128858.0,134900.0,0.955211
1350,135924,136023,100.0,99.0,0.990000,128957.0,135000.0,0.955237
1351,136024,136123,100.0,98.5,0.985000,129055.5,135100.0,0.955259
1352,136124,136223,100.0,98.5,0.985000,129154.0,135200.0,0.955281
1353,136224,136323,100.0,100.0,1.000000,129254.0,135300.0,0.955314
1354,136324,136423,100.0,99.0,0.990000,129353.0,135400.0,0.955340
1355,136424,136523,100.0,99.0,0.990000,129452.0,135500.0,0.955365
1356,136524,136623,100.0,99.0,0.990000,129551.0,135600.0,0.955391
1357,136624,136723,100.0,99.0,0.990000,129650.0,135700.0,0.955416
1358,136724,136823,100.0,100.0,1.000000,129750.0,135800.0,0.955449
1359,136824,136923,100.0,98.0,0.980000,129848.0,135900.0,0.955467
1360,136924,137023,100.0,94.0,0.940000,129942.0,136000.0,0.955456
1361,137024,137123,100.0,100.0,1.000000,130042.0,136100.0,0.955489
1362,137124,137223,100.0,98.5,0.985000,130140.5,136200.0,0.955510
1363,137224,137323,100.0,98.5,0.985000,130239.0,136300.0,0.955532
1364,137324,137423,100.0,98.0,0.980000,130337.0,136400.0,0.955550
1365,137424,137523,100.0,100.0,1.000000,130437.0,136500.0,0.955582
1366,137524,137623,100.0,98.0,0.980000,130535.0,136600.0,0.955600
1367,137624,137723,100.0,99.0,0.990000,130634.0,136700.0,0.955625
1368,137724,137823,100.0,99.0,0.990000,130733.0,136800.0,0.955651
1369,137824,137923,100.0,100.0,1.000000,130833.0,136900.0,0.955683
1370,137924,138023,100.0,98.0,0.980000,130931.0,137000.0,0.955701
1371,138024,138123,100.0,100.0,1.000000,131031.0,137100.0,0.955733
1372,138124,138223,100.0,99.0,0.990000,131130.0,137200.0,0.955758
1373,138224,138323,100.0,95.0,0.950000,131225.0,137300.0,0.955754
1374,138324,138423,100.0,93.0,0.930000,131318.0,137400.0,0.955735
1375,138424,138523,100.0,99.0,0.990000,131417.0,137500.0,0.955760
1376,138524,138623,100.0,100.0,1.000000,131517.0,137600.0,0.955792
1377,138624,138723,100.0,99.0,0.990000,131616.0,137700.0,0.955817
1378,138724,138823,100.0,98.0,0.980000,131714.0,137800.0,0.955835
1379,138824,138923,100.0,98.0,0.980000,131812.0,137900.0,0.955852
1380,138924,139023,100.0,99.0,0.990000,131911.0,138000.0,0.955877
1381,139024,139123,100.0,99.0,0.990000,132010.0,138100.0,0.955902
1382,139124,139223,100.0,99.0,0.990000,132109.0,138200.0,0.955926
1383,139224,139323,100.0,100.0,1.000000,132209.0,138300.0,0.955958
1384,139324,139423,100.0,98.0,0.980000,132307.0,138400.0,0.955975
1385,139424,139523,100.0,99.0,0.990000,132406.0,138500.0,0.956000
1386,139524,139623,100.0,100.0,1.000000,132506.0,138600.0,0.956032
1387,139624,139723,100.0,100.0,1.000000,132606.0,138700.0,0.956063
1388,139724,139823,100.0,98.0,0.980000,132704.0,138800.0,0.956081
1389,139824,139923,100.0,97.0,0.970000,132801.0,138900.0,0.956091
1390,139924,140023,100.0,100.0,1.000000,132901.0,139000.0,0.956122
1391,140024,140123,100.0,95.0,0.950000,132996.0,139100.0,0.956118
1392,140124,140223,100.0,97.0,0.970000,133093.0,139200.0,0.956128
1393,140224,140323,100.0,95.0,0.950000,133188.0,139300.0,0.956123
1394,140324,140423,100.0,100.0,1.000000,133288.0,139400.0,0.956155
1395,140424,140523,100.0,93.75,0.937500,133381.75,139500.0,0.956142
1396,140524,140623,100.0,94.25,0.942500,133476.0,139600.0,0.956132
1397,140624,140723,100.0,100.0,1.000000,133576.0,139700.0,0.956163
1398,140724,140823,100.0,95.0,0.950000,133671.0,139800.0,0.956159
1399,140824,140923,100.0,94.0,0.940000,133765.0,139900.0,0.956147
1400,140924,141023,100.0,95.0,0.950000,133860.0,140000.0,0.956143
1401,141024,141123,100.0,96.25,0.962500,133956.25,140100.0,0.956147
1402,141124,141223,100.0,94.75,0.947500,134051.0,140200.0,0.956141
1403,141224,141323,100.0,94.0,0.940000,134145.0,140300.0,0.956130
1404,141324,141423,100.0,99.0,0.990000,134244.0,140400.0,0.956154
1405,141424,141523,100.0,90.0,0.900000,134334.0,140500.0,0.956114
1406,141524,141623,100.0,98.0,0.980000,134432.0,140600.0,0.956131
1407,141624,141723,100.0,95.0,0.950000,134527.0,140700.0,0.956127
1408,141724,141823,100.0,100.0,1.000000,134627.0,140800.0,0.956158
1409,141824,141923,100.0,97.0,0.970000,134724.0,140900.0,0.956167
1410,141924,142023,100.0,96.0,0.960000,134820.0,141000.0,0.956170
1411,142024,142123,100.0,99.0,0.990000,134919.0,141100.0,0.956194
1412,142124,142223,100.0,92.0,0.920000,135011.0,141200.0,0.956169
1413,142224,142323,100.0,99.0,0.990000,135110.0,141300.0,0.956192
1414,142324,142423,100.0,98.0,0.980000,135208.0,141400.0,0.956209
1415,142424,142523,100.0,98.0,0.980000,135306.0,141500.0,0.956226
1416,142524,142623,100.0,94.0,0.940000,135400.0,141600.0,0.956215
1417,142624,142723,100.0,99.0,0.990000,135499.0,141700.0,0.956239
1418,142724,142823,100.0,97.0,0.970000,135596.0,141800.0,0.956248
1419,142824,142923,100.0,98.0,0.980000,135694.0,141900.0,0.956265
1420,142924,143023,100.0,100.0,1.000000,135794.0,142000.0,0.956296
1421,143024,143123,100.0,100.0,1.000000,135894.0,142100.0,0.956327
1422,143124,143223,100.0,87.0,0.870000,135981.0,142200.0,0.956266
1423,143224,143323,100.0,98.0,0.980000,136079.0,142300.0,0.956283
1424,143324,143423,100.0,97.0,0.970000,136176.0,142400.0,0.956292
1425,143424,143523,100.0,100.0,1.000000,136276.0,142500.0,0.956323
1426,143524,143623,100.0,98.0,0.980000,136374.0,142600.0,0.956339
1427,143624,143723,100.0,100.0,1.000000,136474.0,142700.0,0.956370
1428,143724,143823,100.0,97.0,0.970000,136571.0,142800.0,0.956380
1429,143824,143923,100.0,98.0,0.980000,136669.0,142900.0,0.956396
1430,143924,144023,100.0,99.0,0.990000,136768.0,143000.0,0.956420
1431,144024,144123,100.0,98.0,0.980000,136866.0,143100.0,0.956436
1432,144124,144223,100.0,100.0,1.000000,136966.0,143200.0,0.956466
1433,144224,144323,100.0,96.75,0.967500,137062.75,143300.0,0.956474
1434,144324,144423,100.0,99.25,0.992500,137162.0,143400.0,0.956499
1435,144424,144523,100.0,97.0,0.970000,137259.0,143500.0,0.956509
1436,144524,144623,100.0,93.0,0.930000,137352.0,143600.0,0.956490
1437,144624,144723,100.0,98.0,0.980000,137450.0,143700.0,0.956507
1438,144724,144823,100.0,95.0,0.950000,137545.0,143800.0,0.956502
1439,144824,144923,100.0,100.0,1.000000,137645.0,143900.0,0.956532
1440,144924,145023,100.0,97.0,0.970000,137742.0,144000.0,0.956542
1441,145024,145123,100.0,98.0,0.980000,137840.0,144100.0,0.956558
1442,145124,145223,100.0,98.0,0.980000,137938.0,144200.0,0.956574
1443,145224,145323,100.0,100.0,1.000000,138038.0,144300.0,0.956604
1444,145324,145423,100.0,92.0,0.920000,138130.0,144400.0,0.956579
1445,145424,145523,100.0,99.0,0.990000,138229.0,144500.0,0.956602
1446,145524,145623,100.0,100.0,1.000000,138329.0,144600.0,0.956632
1447,145624,145723,100.0,96.5,0.965000,138425.5,144700.0,0.956638
1448,145724,145823,100.0,92.5,0.925000,138518.0,144800.0,0.956616
1449,145824,145923,100.0,99.0,0.990000,138617.0,144900.0,0.956639
1450,145924,146023,100.0,99.0,0.990000,138716.0,145000.0,0.956662
1451,146024,146123,100.0,97.0,0.970000,138813.0,145100.0,0.956671
1452,146124,146223,100.0,97.0,0.970000,138910.0,145200.0,0.956680
1453,146224,146323,100.0,99.0,0.990000,139009.0,145300.0,0.956703
1454,146324,146423,100.0,98.0,0.980000,139107.0,145400.0,0.956719
1455,146424,146523,100.0,96.0,0.960000,139203.0,145500.0,0.956722
1456,146524,146623,100.0,98.0,0.980000,139301.0,145600.0,0.956738
1457,146624,146723,100.0,98.0,0.980000,139399.0,145700.0,0.956754
1458,146724,146823,100.0,100.0,1.000000,139499.0,145800.0,0.956783
1459,146824,146923,100.0,99.0,0.990000,139598.0,145900.0,0.956806
1460,146924,147023,100.0,95.0,0.950000,139693.0,146000.0,0.956801
1461,147024,147123,100.0,99.0,0.990000,139792.0,146100.0,0.956824
1462,147124,147223,100.0,100.0,1.000000,139892.0,146200.0,0.956854
1463,147224,147323,100.0,100.0,1.000000,139992.0,146300.0,0.956883
1464,147324,147423,100.0,99.0,0.990000,140091.0,146400.0,0.956906
1465,147424,147523,100.0,100.0,1.000000,140191.0,146500.0,0.956935
1466,147524,147623,100.0,100.0,1.000000,140291.0,146600.0,0.956965
1467,147624,147723,100.0,98.5,0.985000,140389.5,146700.0,0.956984
1468,147724,147823,100.0,99.5,0.995000,140489.0,146800.0,0.957010
1469,147824,147923,100.0,100.0,1.000000,140589.0,146900.0,0.957039
1470,147924,148023,100.0,90.5,0.905000,140679.5,147000.0,0.957003
1471,148024,148123,100.0,96.5,0.965000,140776.0,147100.0,0.957009
1472,148124,148223,100.0,100.0,1.000000,140876.0,147200.0,0.957038
1473,148224,148323,100.0,86.0,0.860000,140962.0,147300.0,0.956972
1474,148324,148423,100.0,97.0,0.970000,141059.0,147400.0,0.956981
1475,148424,148523,100.0,100.0,1.000000,141159.0,147500.0,0.957010
1476,148524,148623,100.0,98.0,0.980000,141257.0,147600.0,0.957026
1477,148624,148723,100.0,96.0,0.960000,141353.0,147700.0,0.957028
1478,148724,148823,100.0,100.0,1.000000,141453.0,147800.0,0.957057
1479,148824,148923,100.0,100.0,1.000000,141553.0,147900.0,0.957086
1480,148924,149023,100.0,97.0,0.970000,141650.0,148000.0,0.957095
1481,149024,149123,100.0,100.0,1.000000,141750.0,148100.0,0.957124
1482,149124,149223,100.0,100.0,1.000000,141850.0,148200.0,0.957152
1483,149224,149323,100.0,93.25,0.932500,141943.25,148300.0,0.957136
1484,149324,149423,100.0,99.75,0.997500,142043.0,148400.0,0.957163
1485,149424,149523,100.0,100.0,1.000000,142143.0,148500.0,0.957192
1486,149524,149623,100.0,96.0,0.960000,142239.0,148600.0,0.957194
1487,149624,149723,100.0,100.0,1.000000,142339.0,148700.0,0.957223
1488,149724,149823,100.0,100.0,1.000000,142439.0,148800.0,0.957251
1489,149824,149923,100.0,97.25,0.972500,142536.25,148900.0,0.957262
1490,149924,150023,100.0,97.75,0.977500,142634.0,149000.0,0.957275
1491,150024,150123,100.0,100.0,1.000000,142734.0,149100.0,0.957304
1492,150124,150223,100.0,98.0,0.980000,142832.0,149200.0,0.957319
1493,150224,150323,100.0,100.0,1.000000,142932.0,149300.0,0.957348
1494,150324,150423,100.0,99.0,0.990000,143031.0,149400.0,0.957369
1495,150424,150523,100.0,97.25,0.972500,143128.25,149500.0,0.957380
1496,150524,150623,100.0,99.75,0.997500,143228.0,149600.0,0.957406
1497,150624,150723,100.0,99.0,0.990000,143327.0,149700.0,0.957428
1498,150724,150823,100.0,97.0,0.970000,143424.0,149800.0,0.957437
1499,150824,150923,100.0,100.0,1.000000,143524.0,149900.0,0.957465
1500,150924,151023,100.0,99.0,0.990000,143623.0,150000.0,0.957487
1501,151024,151123,100.0,92.0,0.920000,143715.0,150100.0,0.957462
1502,151124,151223,100.0,97.0,0.970000,143812.0,150200.0,0.957470
1503,151224,151323,100.0,91.0,0.910000,143903.0,150300.0,0.957438
1504,151324,151423,100.0,99.0,0.990000,144002.0,150400.0,0.957460
1505,151424,151523,100.0,90.75,0.907500,144092.75,150500.0,0.957427
1506,151524,151623,100.0,98.25,0.982500,144191.0,150600.0,0.957444
1507,151624,151723,100.0,84.25,0.842500,144275.25,150700.0,0.957367
1508,151724,151823,100.0,97.75,0.977500,144373.0,150800.0,0.957381
1509,151824,151923,100.0,99.0,0.990000,144472.0,150900.0,0.957402
1510,151924,152023,100.0,96.0,0.960000,144568.0,151000.0,0.957404
1511,152024,152123,100.0,99.0,0.990000,144667.0,151100.0,0.957426
1512,152124,152223,100.0,96.0,0.960000,144763.0,151200.0,0.957427
1513,152224,152323,100.0,100.0,1.000000,144863.0,151300.0,0.957455
1514,152324,152423,100.0,100.0,1.000000,144963.0,151400.0,0.957483
1515,152424,152523,100.0,98.0,0.980000,145061.0,151500.0,0.957498
1516,152524,152623,100.0,97.0,0.970000,145158.0,151600.0,0.957507
1517,152624,152723,100.0,89.0,0.890000,145247.0,151700.0,0.957462
1518,152724,152823,100.0,98.5,0.985000,145345.5,151800.0,0.957480
1519,152824,152923,100.0,98.0,0.980000,145443.5,151900.0,0.957495
1520,152924,153023,100.0,98.5,0.985000,145542.0,152000.0,0.957513
1521,153024,153123,100.0,97.0,0.970000,145639.0,152100.0,0.957521
1522,153124,153223,100.0,96.0,0.960000,145735.0,152200.0,0.957523
1523,153224,153323,100.0,97.0,0.970000,145832.0,152300.0,0.957531
1524,153324,153423,100.0,100.0,1.000000,145932.0,152400.0,0.957559
1525,153424,153523,100.0,100.0,1.000000,146032.0,152500.0,0.957587
1526,153524,153623,100.0,99.0,0.990000,146131.0,152600.0,0.957608
1527,153624,153723,100.0,96.25,0.962500,146227.25,152700.0,0.957611
1528,153724,153823,100.0,96.75,0.967500,146324.0,152800.0,0.957618
1529,153824,153923,100.0,100.0,1.000000,146424.0,152900.0,0.957646
1530,153924,154023,100.0,99.0,0.990000,146523.0,153000.0,0.957667
1531,154024,154123,100.0,97.0,0.970000,146620.0,153100.0,0.957675
1532,154124,154223,100.0,98.0,0.980000,146718.0,153200.0,0.957689
1533,154224,154323,100.0,97.0,0.970000,146815.0,153300.0,0.957697
1534,154324,154423,100.0,100.0,1.000000,146915.0,153400.0,0.957725
1535,154424,154523,100.0,97.0,0.970000,147012.0,153500.0,0.957733
1536,154524,154623,100.0,99.0,0.990000,147111.0,153600.0,0.957754
1537,154624,154723,100.0,96.0,0.960000,147207.0,153700.0,0.957755
1538,154724,154823,100.0,94.0,0.940000,147301.0,153800.0,0.957744
1539,154824,154923,100.0,100.0,1.000000,147401.0,153900.0,0.957771
1540,154924,155023,100.0,100.0,1.000000,147501.0,154000.0,0.957799
1541,155024,155123,100.0,93.0,0.930000,147594.0,154100.0,0.957781
1542,155124,155223,100.0,99.0,0.990000,147693.0,154200.0,0.957802
1543,155224,155323,100.0,95.25,0.952500,147788.25,154300.0,0.957798
1544,155324,155423,100.0,99.75,0.997500,147888.0,154400.0,0.957824
1545,155424,155523,100.0,99.0,0.990000,147987.0,154500.0,0.957845
1546,155524,155623,100.0,91.0,0.910000,148078.0,154600.0,0.957814
1547,155624,155723,100.0,99.0,0.990000,148177.0,154700.0,0.957835
1548,155724,155823,100.0,93.0,0.930000,148270.0,154800.0,0.957817
1549,155824,155923,100.0,94.0,0.940000,148364.0,154900.0,0.957805
1550,155924,156023,100.0,98.0,0.980000,148462.0,155000.0,0.957819
1551,156024,156123,100.0,97.0,0.970000,148559.0,155100.0,0.957827
1552,156124,156223,100.0,99.0,0.990000,148658.0,155200.0,0.957848
1553,156224,156323,100.0,96.5,0.965000,148754.5,155300.0,0.957853
1554,156324,156423,100.0,97.5,0.975000,148852.0,155400.0,0.957864
1555,156424,156523,100.0,98.0,0.980000,148950.0,155500.0,0.957878
1556,156524,156623,100.0,96.0,0.960000,149046.0,155600.0,0.957879
1557,156624,156723,100.0,99.75,0.997500,149145.75,155700.0,0.957905
1558,156724,156823,100.0,96.25,0.962500,149242.0,155800.0,0.957908
1559,156824,156923,100.0,96.0,0.960000,149338.0,155900.0,0.957909
1560,156924,157023,100.0,97.0,0.970000,149435.0,156000.0,0.957917
1561,157024,157123,100.0,98.0,0.980000,149533.0,156100.0,0.957931
1562,157124,157223,100.0,99.0,0.990000,149632.0,156200.0,0.957951
1563,157224,157323,100.0,96.5,0.965000,149728.5,156300.0,0.957956
1564,157324,157423,100.0,99.5,0.995000,149828.0,156400.0,0.957980
1565,157424,157523,100.0,100.0,1.000000,149928.0,156500.0,0.958006
1566,157524,157623,100.0,96.0,0.960000,150024.0,156600.0,0.958008
1567,157624,157723,100.0,100.0,1.000000,150124.0,156700.0,0.958034
1568,157724,157823,100.0,94.0,0.940000,150218.0,156800.0,0.958023
1569,157824,157923,100.0,99.0,0.990000,150317.0,156900.0,0.958043
1570,157924,158023,100.0,96.0,0.960000,150413.0,157000.0,0.958045
1571,158024,158123,100.0,99.0,0.990000,150512.0,157100.0,0.958065
1572,158124,158223,100.0,90.0,0.900000,150602.0,157200.0,0.958028
1573,158224,158323,100.0,98.0,0.980000,150700.0,157300.0,0.958042
1574,158324,158423,100.0,98.0,0.980000,150798.0,157400.0,0.958056
1575,158424,158523,100.0,98.0,0.980000,150896.0,157500.0,0.958070
1576,158524,158623,100.0,94.0,0.940000,150990.0,157600.0,0.958058
1577,158624,158723,100.0,95.0,0.950000,151085.0,157700.0,0.958053
1578,158724,158823,100.0,98.5,0.985000,151183.5,157800.0,0.958070
1579,158824,158923,100.0,97.0,0.970000,151280.5,157900.0,0.958078
1580,158924,159023,100.0,99.5,0.995000,151380.0,158000.0,0.958101
1581,159024,159123,100.0,95.0,0.950000,151475.0,158100.0,0.958096
1582,159124,159223,100.0,99.0,0.990000,151574.0,158200.0,0.958116
1583,159224,159323,100.0,94.75,0.947500,151668.75,158300.0,0.958110
1584,159324,159423,100.0,96.25,0.962500,151765.0,158400.0,0.958112
1585,159424,159523,100.0,97.75,0.977500,151862.75,158500.0,0.958125
1586,159524,159623,100.0,94.25,0.942500,151957.0,158600.0,0.958115
1587,159624,159723,100.0,92.0,0.920000,152049.0,158700.0,0.958091
1588,159724,159823,100.0,96.0,0.960000,152145.0,158800.0,0.958092
1589,159824,159923,100.0,94.0,0.940000,152239.0,158900.0,0.958081
1590,159924,160023,100.0,99.0,0.990000,152338.0,159000.0,0.958101
1591,160024,160123,100.0,93.0,0.930000,152431.0,159100.0,0.958083
1592,160124,160223,100.0,97.0,0.970000,152528.0,159200.0,0.958090
1593,160224,160323,100.0,95.75,0.957500,152623.75,159300.0,0.958090
1594,160324,160423,100.0,98.25,0.982500,152722.0,159400.0,0.958105
1595,160424,160523,100.0,100.0,1.000000,152822.0,159500.0,0.958132
1596,160524,160623,100.0,95.0,0.950000,152917.0,159600.0,0.958127
1597,160624,160723,100.0,97.0,0.970000,153014.0,159700.0,0.958134
1598,160724,160823,100.0,94.0,0.940000,153108.0,159800.0,0.958123
1599,160824,160923,100.0,90.0,0.900000,153198.0,159900.0,0.958086
1600,160924,161023,100.0,100.0,1.000000,153298.0,160000.0,0.958113
1601,161024,161123,100.0,93.0,0.930000,153391.0,160100.0,0.958095
1602,161124,161223,100.0,99.0,0.990000,153490.0,160200.0,0.958115
1603,161224,161323,100.0,94.25,0.942500,153584.25,160300.0,0.958105
1604,161324,161423,100.0,96.75,0.967500,153681.0,160400.0,0.958111
1605,161424,161523,100.0,99.0,0.990000,153780.0,160500.0,0.958131
1606,161524,161623,100.0,89.0,0.890000,153869.0,160600.0,0.958088
1607,161624,161723,100.0,100.0,1.000000,153969.0,160700.0,0.958114
1608,161724,161823,100.0,91.0,0.910000,154060.0,160800.0,0.958085
1609,161824,161923,100.0,98.0,0.980000,154158.0,160900.0,0.958098
1610,161924,162023,100.0,98.5,0.985000,154256.5,161000.0,0.958115
1611,162024,162123,100.0,92.5,0.925000,154349.0,161100.0,0.958094
1612,162124,162223,100.0,100.0,1.000000,154449.0,161200.0,0.958120
1613,162224,162323,100.0,94.0,0.940000,154543.0,161300.0,0.958109
1614,162324,162423,100.0,93.0,0.930000,154636.0,161400.0,0.958092
1615,162424,162523,100.0,97.0,0.970000,154733.0,161500.0,0.958099
1616,162524,162623,100.0,87.0,0.870000,154820.0,161600.0,0.958045
1617,162624,162723,100.0,98.75,0.987500,154918.75,161700.0,0.958063
1618,162724,162823,100.0,93.25,0.932500,155012.0,161800.0,0.958047
1619,162824,162923,100.0,99.0,0.990000,155111.0,161900.0,0.958067
1620,162924,163023,100.0,91.0,0.910000,155202.0,162000.0,0.958037
1621,163024,163123,100.0,95.0,0.950000,155297.0,162100.0,0.958032
1622,163124,163223,100.0,91.5,0.915000,155388.5,162200.0,0.958006
1623,163224,163323,100.0,98.5,0.985000,155487.0,162300.0,0.958022
1624,163324,163423,100.0,88.0,0.880000,155575.0,162400.0,0.957974
1625,163424,163523,100.0,94.5,0.945000,155669.5,162500.0,0.957966
1626,163524,163623,100.0,98.5,0.985000,155768.0,162600.0,0.957983
1627,163624,163723,100.0,92.0,0.920000,155860.0,162700.0,0.957959
1628,163724,163823,100.0,96.0,0.960000,155956.0,162800.0,0.957961
1629,163824,163923,100.0,92.5,0.925000,156048.5,162900.0,0.957940
1630,163924,164023,100.0,88.5,0.885000,156137.0,163000.0,0.957896
1631,164024,164123,100.0,97.0,0.970000,156234.0,163100.0,0.957903
1632,164124,164223,100.0,92.0,0.920000,156326.0,163200.0,0.957880
1633,164224,164323,100.0,98.0,0.980000,156424.0,163300.0,0.957893
1634,164324,164423,100.0,99.0,0.990000,156523.0,163400.0,0.957913
1635,164424,164523,100.0,92.0,0.920000,156615.0,163500.0,0.957890
1636,164524,164623,100.0,98.0,0.980000,156713.0,163600.0,0.957903
1637,164624,164723,100.0,90.75,0.907500,156803.75,163700.0,0.957873
1638,164724,164823,100.0,96.25,0.962500,156900.0,163800.0,0.957875
1639,164824,164923,100.0,97.5,0.975000,156997.5,163900.0,0.957886
1640,164924,165023,100.0,87.5,0.875000,157085.0,164000.0,0.957835
1641,165024,165123,100.0,97.75,0.977500,157182.75,164100.0,0.957847
1642,165124,165223,100.0,90.25,0.902500,157273.0,164200.0,0.957814
1643,165224,165323,100.0,97.0,0.970000,157370.0,164300.0,0.957821
1644,165324,165423,100.0,95.0,0.950000,157465.0,164400.0,0.957816
1645,165424,165523,100.0,94.75,0.947500,157559.75,164500.0,0.957810
1646,165524,165623,100.0,94.25,0.942500,157654.0,164600.0,0.957801
1647,165624,165723,100.0,98.0,0.980000,157752.0,164700.0,0.957814
1648,165724,165823,100.0,91.0,0.910000,157843.0,164800.0,0.957785
1649,165824,165923,100.0,100.0,1.000000,157943.0,164900.0,0.957811
1650,165924,166023,100.0,99.5,0.995000,158042.5,165000.0,0.957833
1651,166024,166123,100.0,95.5,0.955000,158138.0,165100.0,0.957832
1652,166124,166223,100.0,100.0,1.000000,158238.0,165200.0,0.957857
1653,166224,166323,100.0,90.5,0.905000,158328.5,165300.0,0.957825
1654,166324,166423,100.0,98.5,0.985000,158427.0,165400.0,0.957842
1655,166424,166523,100.0,97.0,0.970000,158524.0,165500.0,0.957849
1656,166524,166623,100.0,93.0,0.930000,158617.0,165600.0,0.957832
1657,166624,166723,100.0,100.0,1.000000,158717.0,165700.0,0.957858
1658,166724,166823,100.0,92.5,0.925000,158809.5,165800.0,0.957838
1659,166824,166923,100.0,92.5,0.925000,158902.0,165900.0,0.957818
1660,166924,167023,100.0,100.0,1.000000,159002.0,166000.0,0.957843
1661,167024,167123,100.0,90.75,0.907500,159092.75,166100.0,0.957813
1662,167124,167223,100.0,99.25,0.992500,159192.0,166200.0,0.957834
1663,167224,167323,100.0,100.0,1.000000,159292.0,166300.0,0.957859
1664,167324,167423,100.0,93.0,0.930000,159385.0,166400.0,0.957843
1665,167424,167523,100.0,100.0,1.000000,159485.0,166500.0,0.957868
1666,167524,167623,100.0,98.5,0.985000,159583.5,166600.0,0.957884
1667,167624,167723,100.0,94.5,0.945000,159678.0,166700.0,0.957876
