window_id,sample_start,sample_end,n_eval,correct_estimated,interval_acc,cumulative_correct_estimated,cumulative_n_eval,cumulative_acc
4449,445824,445923,100.0,97.0,0.970000,426994.0,444900.0,0.959753
4450,445924,446023,100.0,98.5,0.985000,427092.5,445000.0,0.959758
4451,446024,446123,100.0,97.5,0.975000,427190.0,445100.0,0.959762
4452,446124,446223,100.0,96.0,0.960000,427286.0,445200.0,0.959762
4453,446224,446323,100.0,99.5,0.995000,427385.5,445300.0,0.959770
4454,446324,446423,100.0,97.5,0.975000,427483.0,445400.0,0.959773
4455,446424,446523,100.0,98.0,0.980000,427581.0,445500.0,0.959778
4456,446524,446623,100.0,97.0,0.970000,427678.0,445600.0,0.959780
4457,446624,446723,100.0,97.0,0.970000,427775.0,445700.0,0.959782
4458,446724,446823,100.0,89.0,0.890000,427864.0,445800.0,0.959767
4459,446824,446923,100.0,97.25,0.972500,427961.25,445900.0,0.959770
4460,446924,447023,100.0,99.75,0.997500,428061.0,446000.0,0.959778
4461,447024,447123,100.0,98.0,0.980000,428159.0,446100.0,0.959783
4462,447124,447223,100.0,95.5,0.955000,428254.5,446200.0,0.959781
4463,447224,447323,100.0,96.5,0.965000,428351.0,446300.0,0.959783
4464,447324,447423,100.0,98.0,0.980000,428449.0,446400.0,0.959787
4465,447424,447523,100.0,97.0,0.970000,428546.0,446500.0,0.959789
4466,447524,447623,100.0,93.0,0.930000,428639.0,446600.0,0.959783
4467,447624,447723,100.0,88.75,0.887500,428727.75,446700.0,0.959767
4468,447724,447823,100.0,97.25,0.972500,428825.0,446800.0,0.959769
4469,447824,447923,100.0,98.75,0.987500,428923.75,446900.0,0.959776
4470,447924,448023,100.0,93.25,0.932500,429017.0,447000.0,0.959770
4471,448024,448123,100.0,99.0,0.990000,429116.0,447100.0,0.959776
4472,448124,448223,100.0,93.0,0.930000,429209.0,447200.0,0.959770
4473,448224,448323,100.0,98.0,0.980000,429307.0,447300.0,0.959774
4474,448324,448423,100.0,98.0,0.980000,429405.0,447400.0,0.959779
4475,448424,448523,100.0,96.0,0.960000,429501.0,447500.0,0.959779
4476,448524,448623,100.0,99.0,0.990000,429600.0,447600.0,0.959786
4477,448624,448723,100.0,98.0,0.980000,429698.0,447700.0,0.959790
4478,448724,448823,100.0,96.0,0.960000,429794.0,447800.0,0.959790
4479,448824,448923,100.0,97.25,0.972500,429891.25,447900.0,0.959793
4480,448924,449023,100.0,99.75,0.997500,429991.0,448000.0,0.959801
4481,449024,449123,100.0,95.0,0.950000,430086.0,448100.0,0.959799
4482,449124,449223,100.0,100.0,1.000000,430186.0,448200.0,0.959808
4483,449224,449323,100.0,98.0,0.980000,430284.0,448300.0,0.959813
4484,449324,449423,100.0,98.0,0.980000,430382.0,448400.0,0.959817
4485,449424,449523,100.0,97.75,0.977500,430479.75,448500.0,0.959821
4486,449524,449623,100.0,98.75,0.987500,430578.5,448600.0,0.959827
4487,449624,449723,100.0,99.5,0.995000,430678.0,448700.0,0.959835
4488,449724,449823,100.0,98.0,0.980000,430776.0,448800.0,0.959840
4489,449824,449923,100.0,95.75,0.957500,430871.75,448900.0,0.959839
4490,449924,450023,100.0,96.25,0.962500,430968.0,449000.0,0.959840
4491,450024,450123,100.0,97.0,0.970000,431065.0,449100.0,0.959842
4492,450124,450223,100.0,99.0,0.990000,431164.0,449200.0,0.959849
4493,450224,450323,100.0,96.75,0.967500,431260.75,449300.0,0.959850
4494,450324,450423,100.0,96.25,0.962500,431357.0,449400.0,0.959851
4495,450424,450523,100.0,98.0,0.980000,431455.0,449500.0,0.959855
4496,450524,450623,100.0,100.0,1.000000,431555.0,449600.0,0.959864
4497,450624,450723,100.0,100.0,1.000000,431655.0,449700.0,0.959873
4498,450724,450823,100.0,97.5,0.975000,431752.5,449800.0,0.959877
4499,450824,450923,100.0,90.5,0.905000,431843.0,449900.0,0.959864
4500,450924,451023,100.0,98.0,0.980000,431941.0,450000.0,0.959869
4501,451024,451123,100.0,100.0,1.000000,432041.0,450100.0,0.959878
4502,451124,451223,100.0,100.0,1.000000,432141.0,450200.0,0.959887
4503,451224,451323,100.0,97.5,0.975000,432238.5,450300.0,0.959890
4504,451324,451423,100.0,99.5,0.995000,432338.0,450400.0,0.959898
4505,451424,451523,100.0,99.0,0.990000,432437.0,450500.0,0.959905
4506,451524,451623,100.0,100.0,1.000000,432537.0,450600.0,0.959913
4507,451624,451723,100.0,92.5,0.925000,432629.5,450700.0,0.959906
4508,451724,451823,100.0,97.5,0.975000,432727.0,450800.0,0.959909
4509,451824,451923,100.0,92.5,0.925000,432819.5,450900.0,0.959901
4510,451924,452023,100.0,93.5,0.935000,432913.0,451000.0,0.959896
4511,452024,452123,100.0,99.0,0.990000,433012.0,451100.0,0.959902
4512,452124,452223,100.0,99.0,0.990000,433111.0,451200.0,0.959909
4513,452224,452323,100.0,93.0,0.930000,433204.0,451300.0,0.959903
4514,452324,452423,100.0,94.5,0.945000,433298.5,451400.0,0.959899
4515,452424,452523,100.0,95.5,0.955000,433394.0,451500.0,0.959898
4516,452524,452623,100.0,99.0,0.990000,433493.0,451600.0,0.959905
4517,452624,452723,100.0,98.75,0.987500,433591.75,451700.0,0.959911
4518,452724,452823,100.0,97.75,0.977500,433689.5,451800.0,0.959915
4519,452824,452923,100.0,95.75,0.957500,433785.25,451900.0,0.959914
4520,452924,453023,100.0,95.75,0.957500,433881.0,452000.0,0.959914
4521,453024,453123,100.0,94.0,0.940000,433975.0,452100.0,0.959909
4522,453124,453223,100.0,99.5,0.995000,434074.5,452200.0,0.959917
4523,453224,453323,100.0,96.75,0.967500,434171.25,452300.0,0.959919
4524,453324,453423,100.0,94.75,0.947500,434266.0,452400.0,0.959916
4525,453424,453523,100.0,96.0,0.960000,434362.0,452500.0,0.959916
4526,453524,453623,100.0,99.0,0.990000,434461.0,452600.0,0.959923
4527,453624,453723,100.0,100.0,1.000000,434561.0,452700.0,0.959932
4528,453724,453823,100.0,97.0,0.970000,434658.0,452800.0,0.959934
4529,453824,453923,100.0,93.0,0.930000,434751.0,452900.0,0.959927
4530,453924,454023,100.0,96.5,0.965000,434847.5,453000.0,0.959928
4531,454024,454123,100.0,98.5,0.985000,434946.0,453100.0,0.959934
4532,454124,454223,100.0,100.0,1.000000,435046.0,453200.0,0.959943
4533,454224,454323,100.0,97.75,0.977500,435143.75,453300.0,0.959947
4534,454324,454423,100.0,92.25,0.922500,435236.0,453400.0,0.959938
4535,454424,454523,100.0,98.0,0.980000,435334.0,453500.0,0.959943
4536,454524,454623,100.0,99.0,0.990000,435433.0,453600.0,0.959949
4537,454624,454723,100.0,100.0,1.000000,435533.0,453700.0,0.959958
4538,454724,454823,100.0,94.0,0.940000,435627.0,453800.0,0.959954
4539,454824,454923,100.0,96.0,0.960000,435723.0,453900.0,0.959954
4540,454924,455023,100.0,98.0,0.980000,435821.0,454000.0,0.959958
4541,455024,455123,100.0,97.0,0.970000,435918.0,454100.0,0.959960
4542,455124,455223,100.0,100.0,1.000000,436018.0,454200.0,0.959969
4543,455224,455323,100.0,99.0,0.990000,436117.0,454300.0,0.959976
4544,455324,455423,100.0,98.0,0.980000,436215.0,454400.0,0.959980
4545,455424,455523,100.0,98.0,0.980000,436313.0,454500.0,0.959985
4546,455524,455623,100.0,94.0,0.940000,436407.0,454600.0,0.959980
4547,455624,455723,100.0,99.0,0.990000,436506.0,454700.0,0.959987
4548,455724,455823,100.0,98.0,0.980000,436604.0,454800.0,0.959991
4549,455824,455923,100.0,93.0,0.930000,436697.0,454900.0,0.959985
4550,455924,456023,100.0,98.0,0.980000,436795.0,455000.0,0.959989
4551,456024,456123,100.0,89.0,0.890000,436884.0,455100.0,0.959974
4552,456124,456223,100.0,100.0,1.000000,436984.0,455200.0,0.959982
4553,456224,456323,100.0,98.0,0.980000,437082.0,455300.0,0.959987
4554,456324,456423,100.0,96.5,0.965000,437178.5,455400.0,0.959988
4555,456424,456523,100.0,99.5,0.995000,437278.0,455500.0,0.959996
4556,456524,456623,100.0,91.0,0.910000,437369.0,455600.0,0.959985
4557,456624,456723,100.0,100.0,1.000000,437469.0,455700.0,0.959993
4558,456724,456823,100.0,100.0,1.000000,437569.0,455800.0,0.960002
4559,456824,456923,100.0,92.5,0.925000,437661.5,455900.0,0.959995
4560,456924,457023,100.0,97.5,0.975000,437759.0,456000.0,0.959998
4561,457024,457123,100.0,90.0,0.900000,437849.0,456100.0,0.959985
4562,457124,457223,100.0,99.0,0.990000,437948.0,456200.0,0.959991
4563,457224,457323,100.0,100.0,1.000000,438048.0,456300.0,0.960000
4564,457324,457423,100.0,96.0,0.960000,438144.0,456400.0,0.960000
4565,457424,457523,100.0,98.0,0.980000,438242.0,456500.0,0.960004
4566,457524,457623,100.0,93.5,0.935000,438335.5,456600.0,0.959999
4567,457624,457723,100.0,99.5,0.995000,438435.0,456700.0,0.960007
4568,457724,457823,100.0,100.0,1.000000,438535.0,456800.0,0.960015
4569,457824,457923,100.0,98.75,0.987500,438633.75,456900.0,0.960021
4570,457924,458023,100.0,97.25,0.972500,438731.0,457000.0,0.960024
4571,458024,458123,100.0,95.25,0.952500,438826.25,457100.0,0.960022
4572,458124,458223,100.0,99.75,0.997500,438926.0,457200.0,0.960031
4573,458224,458323,100.0,98.0,0.980000,439024.0,457300.0,0.960035
4574,458324,458423,100.0,99.0,0.990000,439123.0,457400.0,0.960042
4575,458424,458523,100.0,92.5,0.925000,439215.5,457500.0,0.960034
4576,458524,458623,100.0,93.5,0.935000,439309.0,457600.0,0.960028
4577,458624,458723,100.0,98.0,0.980000,439407.0,457700.0,0.960033
4578,458724,458823,100.0,99.0,0.990000,439506.0,457800.0,0.960039
4579,458824,458923,100.0,98.0,0.980000,439604.0,457900.0,0.960044
4580,458924,459023,100.0,96.0,0.960000,439700.0,458000.0,0.960044
4581,459024,459123,100.0,97.0,0.970000,439797.0,458100.0,0.960046
4582,459124,459223,100.0,99.0,0.990000,439896.0,458200.0,0.960052
4583,459224,459323,100.0,100.0,1.000000,439996.0,458300.0,0.960061
4584,459324,459423,100.0,100.0,1.000000,440096.0,458400.0,0.960070
4585,459424,459523,100.0,88.0,0.880000,440184.0,458500.0,0.960052
4586,459524,459623,100.0,99.0,0.990000,440283.0,458600.0,0.960059
4587,459624,459723,100.0,100.0,1.000000,440383.0,458700.0,0.960068
4588,459724,459823,100.0,100.0,1.000000,440483.0,458800.0,0.960076
4589,459824,459923,100.0,98.0,0.980000,440581.0,458900.0,0.960081
4590,459924,460023,100.0,97.0,0.970000,440678.0,459000.0,0.960083
4591,460024,460123,100.0,98.0,0.980000,440776.0,459100.0,0.960087
4592,460124,460223,100.0,99.0,0.990000,440875.0,459200.0,0.960094
4593,460224,460323,100.0,99.0,0.990000,440974.0,459300.0,0.960100
4594,460324,460423,100.0,98.0,0.980000,441072.0,459400.0,0.960104
4595,460424,460523,100.0,99.0,0.990000,441171.0,459500.0,0.960111
4596,460524,460623,100.0,84.0,0.840000,441255.0,459600.0,0.960085
4597,460624,460723,100.0,97.0,0.970000,441352.0,459700.0,0.960087
4598,460724,460823,100.0,100.0,1.000000,441452.0,459800.0,0.960096
4599,460824,460923,100.0,100.0,1.000000,441552.0,459900.0,0.960104
4600,460924,461023,100.0,99.0,0.990000,441651.0,460000.0,0.960111
4601,461024,461123,100.0,93.5,0.935000,441744.5,460100.0,0.960105
4602,461124,461223,100.0,98.5,0.985000,441843.0,460200.0,0.960111
4603,461224,461323,100.0,100.0,1.000000,441943.0,460300.0,0.960119
4604,461324,461423,100.0,99.0,0.990000,442042.0,460400.0,0.960126
4605,461424,461523,100.0,95.0,0.950000,442137.0,460500.0,0.960124
4606,461524,461623,100.0,90.0,0.900000,442227.0,460600.0,0.960111
4607,461624,461723,100.0,99.0,0.990000,442326.0,460700.0,0.960117
4608,461724,461823,100.0,100.0,1.000000,442426.0,460800.0,0.960126
4609,461824,461923,100.0,98.0,0.980000,442524.0,460900.0,0.960130
4610,461924,462023,100.0,95.0,0.950000,442619.0,461000.0,0.960128
4611,462024,462123,100.0,98.0,0.980000,442717.0,461100.0,0.960132
4612,462124,462223,100.0,99.0,0.990000,442816.0,461200.0,0.960139
4613,462224,462323,100.0,100.0,1.000000,442916.0,461300.0,0.960147
4614,462324,462423,100.0,99.0,0.990000,443015.0,461400.0,0.960154
4615,462424,462523,100.0,93.0,0.930000,443108.0,461500.0,0.960147
4616,462524,462623,100.0,98.0,0.980000,443206.0,461600.0,0.960152
4617,462624,462723,100.0,100.0,1.000000,443306.0,461700.0,0.960160
4618,462724,462823,100.0,100.0,1.000000,443406.0,461800.0,0.960169
4619,462824,462923,100.0,95.0,0.950000,443501.0,461900.0,0.960167
4620,462924,463023,100.0,97.0,0.970000,443598.0,462000.0,0.960169
4621,463024,463123,100.0,93.0,0.930000,443691.0,462100.0,0.960162
4622,463124,463223,100.0,100.0,1.000000,443791.0,462200.0,0.960171
4623,463224,463323,100.0,97.75,0.977500,443888.75,462300.0,0.960175
4624,463324,463423,100.0,97.25,0.972500,443986.0,462400.0,0.960177
4625,463424,463523,100.0,95.0,0.950000,444081.0,462500.0,0.960175
4626,463524,463623,100.0,97.0,0.970000,444178.0,462600.0,0.960177
4627,463624,463723,100.0,100.0,1.000000,444278.0,462700.0,0.960186
4628,463724,463823,100.0,96.0,0.960000,444374.0,462800.0,0.960186
4629,463824,463923,100.0,98.0,0.980000,444472.0,462900.0,0.960190
4630,463924,464023,100.0,97.0,0.970000,444569.0,463000.0,0.960192
4631,464024,464123,100.0,98.0,0.980000,444667.0,463100.0,0.960197
4632,464124,464223,100.0,98.0,0.980000,444765.0,463200.0,0.960201
4633,464224,464323,100.0,95.75,0.957500,444860.75,463300.0,0.960200
4634,464324,464423,100.0,99.25,0.992500,444960.0,463400.0,0.960207
4635,464424,464523,100.0,98.25,0.982500,445058.25,463500.0,0.960212
4636,464524,464623,100.0,94.75,0.947500,445153.0,463600.0,0.960209
4637,464624,464723,100.0,94.75,0.947500,445247.75,463700.0,0.960206
4638,464724,464823,100.0,95.25,0.952500,445343.0,463800.0,0.960205
4639,464824,464923,100.0,98.25,0.982500,445441.25,463900.0,0.960210
4640,464924,465023,100.0,95.75,0.957500,445537.0,464000.0,0.960209
4641,465024,465123,100.0,97.0,0.970000,445634.0,464100.0,0.960211
4642,465124,465223,100.0,93.5,0.935000,445727.5,464200.0,0.960206
4643,465224,465323,100.0,97.5,0.975000,445825.0,464300.0,0.960209
4644,465324,465423,100.0,96.0,0.960000,445921.0,464400.0,0.960209
4645,465424,465523,100.0,96.75,0.967500,446017.75,464500.0,0.960210
4646,465524,465623,100.0,95.25,0.952500,446113.0,464600.0,0.960209
4647,465624,465723,100.0,98.0,0.980000,446211.0,464700.0,0.960213
4648,465724,465823,100.0,98.0,0.980000,446309.0,464800.0,0.960217
4649,465824,465923,100.0,95.5,0.955000,446404.5,464900.0,0.960216
4650,465924,466023,100.0,98.5,0.985000,446503.0,465000.0,0.960222
4651,466024,466123,100.0,98.0,0.980000,446601.0,465100.0,0.960226
4652,466124,466223,100.0,99.0,0.990000,446700.0,465200.0,0.960232
4653,466224,466323,100.0,98.75,0.987500,446798.75,465300.0,0.960238
4654,466324,466423,100.0,96.25,0.962500,446895.0,465400.0,0.960239
4655,466424,466523,100.0,97.25,0.972500,446992.25,465500.0,0.960241
4656,466524,466623,100.0,98.75,0.987500,447091.0,465600.0,0.960247
4657,466624,466723,100.0,98.0,0.980000,447189.0,465700.0,0.960251
4658,466724,466823,100.0,97.5,0.975000,447286.5,465800.0,0.960254
4659,466824,466923,100.0,92.5,0.925000,447379.0,465900.0,0.960247
4660,466924,467023,100.0,99.0,0.990000,447478.0,466000.0,0.960253
4661,467024,467123,100.0,98.0,0.980000,447576.0,466100.0,0.960257
4662,467124,467223,100.0,100.0,1.000000,447676.0,466200.0,0.960266
4663,467224,467323,100.0,96.25,0.962500,447772.25,466300.0,0.960266
4664,467324,467423,100.0,95.75,0.957500,447868.0,466400.0,0.960266
4665,467424,467523,100.0,93.0,0.930000,447961.0,466500.0,0.960259
4666,467524,467623,100.0,97.0,0.970000,448058.0,466600.0,0.960261
4667,467624,467723,100.0,96.0,0.960000,448154.0,466700.0,0.960261
4668,467724,467823,100.0,92.0,0.920000,448246.0,466800.0,0.960253
4669,467824,467923,100.0,95.0,0.950000,448341.0,466900.0,0.960251
4670,467924,468023,100.0,100.0,1.000000,448441.0,467000.0,0.960259
4671,468024,468123,100.0,97.0,0.970000,448538.0,467100.0,0.960261
4672,468124,468223,100.0,87.0,0.870000,448625.0,467200.0,0.960242
4673,468224,468323,100.0,97.0,0.970000,448722.0,467300.0,0.960244
4674,468324,468423,100.0,93.0,0.930000,448815.0,467400.0,0.960237
4675,468424,468523,100.0,97.0,0.970000,448912.0,467500.0,0.960240
4676,468524,468623,100.0,98.0,0.980000,449010.0,467600.0,0.960244
4677,468624,468723,100.0,97.0,0.970000,449107.0,467700.0,0.960246
4678,468724,468823,100.0,98.0,0.980000,449205.0,467800.0,0.960250
4679,468824,468923,100.0,91.25,0.912500,449296.25,467900.0,0.960240
4680,468924,469023,100.0,96.75,0.967500,449393.0,468000.0,0.960241
4681,469024,469123,100.0,90.0,0.900000,449483.0,468100.0,0.960229
4682,469124,469223,100.0,96.0,0.960000,449579.0,468200.0,0.960229
4683,469224,469323,100.0,98.0,0.980000,449677.0,468300.0,0.960233
4684,469324,469423,100.0,94.0,0.940000,449771.0,468400.0,0.960228
4685,469424,469523,100.0,97.0,0.970000,449868.0,468500.0,0.960231
4686,469524,469623,100.0,97.0,0.970000,449965.0,468600.0,0.960233
4687,469624,469723,100.0,96.0,0.960000,450061.0,468700.0,0.960233
4688,469724,469823,100.0,97.0,0.970000,450158.0,468800.0,0.960235
4689,469824,469923,100.0,92.0,0.920000,450250.0,468900.0,0.960226
4690,469924,470023,100.0,92.0,0.920000,450342.0,469000.0,0.960217
4691,470024,470123,100.0,99.0,0.990000,450441.0,469100.0,0.960224
4692,470124,470223,100.0,94.0,0.940000,450535.0,469200.0,0.960220
4693,470224,470323,100.0,96.75,0.967500,450631.75,469300.0,0.960221
4694,470324,470423,100.0,97.25,0.972500,450729.0,469400.0,0.960224
4695,470424,470523,100.0,86.5,0.865000,450815.5,469500.0,0.960203
4696,470524,470623,100.0,92.5,0.925000,450908.0,469600.0,0.960196
4697,470624,470723,100.0,95.0,0.950000,451003.0,469700.0,0.960194
4698,470724,470823,100.0,97.0,0.970000,451100.0,469800.0,0.960196
4699,470824,470923,100.0,95.25,0.952500,451195.25,469900.0,0.960194
4700,470924,471023,100.0,95.75,0.957500,451291.0,470000.0,0.960194
4701,471024,471123,100.0,93.75,0.937500,451384.75,470100.0,0.960189
4702,471124,471223,100.0,91.75,0.917500,451476.5,470200.0,0.960180
4703,471224,471323,100.0,97.75,0.977500,451574.25,470300.0,0.960183
4704,471324,471423,100.0,95.75,0.957500,451670.0,470400.0,0.960183
4705,471424,471523,100.0,90.0,0.900000,451760.0,470500.0,0.960170
4706,471524,471623,100.0,97.5,0.975000,451857.5,470600.0,0.960173
4707,471624,471723,100.0,98.5,0.985000,451956.0,470700.0,0.960178
4708,471724,471823,100.0,95.0,0.950000,452051.0,470800.0,0.960176
4709,471824,471923,100.0,93.0,0.930000,452144.0,470900.0,0.960170
4710,471924,472023,100.0,94.0,0.940000,452238.0,471000.0,0.960166
4711,472024,472123,100.0,95.0,0.950000,452333.0,471100.0,0.960163
4712,472124,472223,100.0,82.0,0.820000,452415.0,471200.0,0.960134
4713,472224,472323,100.0,97.75,0.977500,452512.75,471300.0,0.960137
4714,472324,472423,100.0,94.75,0.947500,452607.5,471400.0,0.960135
4715,472424,472523,100.0,98.5,0.985000,452706.0,471500.0,0.960140
4716,472524,472623,100.0,79.0,0.790000,452785.0,471600.0,0.960104
4717,472624,472723,100.0,99.0,0.990000,452884.0,471700.0,0.960110
4718,472724,472823,100.0,92.5,0.925000,452976.5,471800.0,0.960103
4719,472824,472923,100.0,97.5,0.975000,453074.0,471900.0,0.960106
4720,472924,473023,100.0,91.0,0.910000,453165.0,472000.0,0.960095
4721,473024,473123,100.0,96.75,0.967500,453261.75,472100.0,0.960097
4722,473124,473223,100.0,94.75,0.947500,453356.5,472200.0,0.960094
4723,473224,473323,100.0,94.5,0.945000,453451.0,472300.0,0.960091
4724,473324,473423,100.0,97.0,0.970000,453548.0,472400.0,0.960093
4725,473424,473523,100.0,95.75,0.957500,453643.75,472500.0,0.960093
4726,473524,473623,100.0,97.25,0.972500,453741.0,472600.0,0.960095
4727,473624,473723,100.0,97.0,0.970000,453838.0,472700.0,0.960097
4728,473724,473823,100.0,98.0,0.980000,453936.0,472800.0,0.960102
4729,473824,473923,100.0,95.0,0.950000,454031.0,472900.0,0.960099
4730,473924,474023,100.0,95.0,0.950000,454126.0,473000.0,0.960097
4731,474024,474123,100.0,99.0,0.990000,454225.0,473100.0,0.960104
4732,474124,474223,100.0,93.0,0.930000,454318.0,473200.0,0.960097
4733,474224,474323,100.0,91.0,0.910000,454409.0,473300.0,0.960087
4734,474324,474423,100.0,97.5,0.975000,454506.5,473400.0,0.960090
4735,474424,474523,100.0,96.75,0.967500,454603.25,473500.0,0.960091
4736,474524,474623,100.0,96.75,0.967500,454700.0,473600.0,0.960093
4737,474624,474723,100.0,96.75,0.967500,454796.75,473700.0,0.960094
4738,474724,474823,100.0,94.25,0.942500,454891.0,473800.0,0.960091
4739,474824,474923,100.0,100.0,1.000000,454991.0,473900.0,0.960099
4740,474924,475023,100.0,92.0,0.920000,455083.0,474000.0,0.960091
4741,475024,475123,100.0,98.0,0.980000,455181.0,474100.0,0.960095
4742,475124,475223,100.0,95.0,0.950000,455276.0,474200.0,0.960093
4743,475224,475323,100.0,96.25,0.962500,455372.25,474300.0,0.960093
4744,475324,475423,100.0,98.75,0.987500,455471.0,474400.0,0.960099
4745,475424,475523,100.0,97.75,0.977500,455568.75,474500.0,0.960103
4746,475524,475623,100.0,97.75,0.977500,455666.5,474600.0,0.960106
4747,475624,475723,100.0,97.5,0.975000,455764.0,474700.0,0.960110
4748,475724,475823,100.0,98.0,0.980000,455862.0,474800.0,0.960114
4749,475824,475923,100.0,98.0,0.980000,455960.0,474900.0,0.960118
4750,475924,476023,100.0,98.0,0.980000,456058.0,475000.0,0.960122
4751,476024,476123,100.0,99.0,0.990000,456157.0,475100.0,0.960128
4752,476124,476223,100.0,100.0,1.000000,456257.0,475200.0,0.960137
4753,476224,476323,100.0,96.0,0.960000,456353.0,475300.0,0.960137
4754,476324,476423,100.0,98.0,0.980000,456451.0,475400.0,0.960141
4755,476424,476523,100.0,98.25,0.982500,456549.25,475500.0,0.960146
4756,476524,476623,100.0,96.75,0.967500,456646.0,475600.0,0.960147
4757,476624,476723,100.0,98.0,0.980000,456744.0,475700.0,0.960151
4758,476724,476823,100.0,96.0,0.960000,456840.0,475800.0,0.960151
4759,476824,476923,100.0,98.0,0.980000,456938.0,475900.0,0.960155
4760,476924,477023,100.0,98.0,0.980000,457036.0,476000.0,0.960160
4761,477024,477123,100.0,97.0,0.970000,457133.0,476100.0,0.960162
4762,477124,477223,100.0,100.0,1.000000,457233.0,476200.0,0.960170
4763,477224,477323,100.0,96.0,0.960000,457329.0,476300.0,0.960170
4764,477324,477423,100.0,99.0,0.990000,457428.0,476400.0,0.960176
4765,477424,477523,100.0,99.0,0.990000,457527.0,476500.0,0.960183
4766,477524,477623,100.0,97.0,0.970000,457624.0,476600.0,0.960185
4767,477624,477723,100.0,98.0,0.980000,457722.0,476700.0,0.960189
4768,477724,477823,100.0,97.0,0.970000,457819.0,476800.0,0.960191
4769,477824,477923,100.0,94.0,0.940000,457913.0,476900.0,0.960187
4770,477924,478023,100.0,98.5,0.985000,458011.5,477000.0,0.960192
4771,478024,478123,100.0,98.5,0.985000,458110.0,477100.0,0.960197
4772,478124,478223,100.0,94.0,0.940000,458204.0,477200.0,0.960193
4773,478224,478323,100.0,99.0,0.990000,458303.0,477300.0,0.960199
4774,478324,478423,100.0,97.5,0.975000,458400.5,477400.0,0.960202
4775,478424,478523,100.0,86.5,0.865000,458487.0,477500.0,0.960182
4776,478524,478623,100.0,95.0,0.950000,458582.0,477600.0,0.960180
4777,478624,478723,100.0,99.0,0.990000,458681.0,477700.0,0.960186
4778,478724,478823,100.0,100.0,1.000000,458781.0,477800.0,0.960195
4779,478824,478923,100.0,94.0,0.940000,458875.0,477900.0,0.960190
4780,478924,479023,100.0,94.0,0.940000,458969.0,478000.0,0.960186
4781,479024,479123,100.0,99.75,0.997500,459068.75,478100.0,0.960194
4782,479124,479223,100.0,98.25,0.982500,459167.0,478200.0,0.960199
4783,479224,479323,100.0,95.0,0.950000,459262.0,478300.0,0.960197
4784,479324,479423,100.0,98.0,0.980000,459360.0,478400.0,0.960201
4785,479424,479523,100.0,96.0,0.960000,459456.0,478500.0,0.960201
4786,479524,479623,100.0,89.0,0.890000,459545.0,478600.0,0.960186
4787,479624,479723,100.0,100.0,1.000000,459645.0,478700.0,0.960194
4788,479724,479823,100.0,94.0,0.940000,459739.0,478800.0,0.960190
4789,479824,479923,100.0,89.0,0.890000,459828.0,478900.0,0.960175
4790,479924,480023,100.0,92.5,0.925000,459920.5,479000.0,0.960168
4791,480024,480123,100.0,97.75,0.977500,460018.25,479100.0,0.960172
4792,480124,480223,100.0,97.75,0.977500,460116.0,479200.0,0.960175
4793,480224,480323,100.0,100.0,1.000000,460216.0,479300.0,0.960184
4794,480324,480423,100.0,99.0,0.990000,460315.0,479400.0,0.960190
4795,480424,480523,100.0,98.25,0.982500,460413.25,479500.0,0.960194
4796,480524,480623,100.0,99.75,0.997500,460513.0,479600.0,0.960202
4797,480624,480723,100.0,98.0,0.980000,460611.0,479700.0,0.960206
4798,480724,480823,100.0,97.0,0.970000,460708.0,479800.0,0.960208
4799,480824,480923,100.0,100.0,1.000000,460808.0,479900.0,0.960217
4800,480924,481023,100.0,96.0,0.960000,460904.0,480000.0,0.960217
4801,481024,481123,100.0,96.0,0.960000,461000.0,480100.0,0.960217
4802,481124,481223,100.0,100.0,1.000000,461100.0,480200.0,0.960225
4803,481224,481323,100.0,95.0,0.950000,461195.0,480300.0,0.960223
4804,481324,481423,100.0,95.0,0.950000,461290.0,480400.0,0.960221
4805,481424,481523,100.0,100.0,1.000000,461390.0,480500.0,0.960229
4806,481524,481623,100.0,95.0,0.950000,461485.0,480600.0,0.960227
4807,481624,481723,100.0,100.0,1.000000,461585.0,480700.0,0.960235
4808,481724,481823,100.0,99.0,0.990000,461684.0,480800.0,0.960241
4809,481824,481923,100.0,96.0,0.960000,461780.0,480900.0,0.960241
4810,481924,482023,100.0,99.0,0.990000,461879.0,481000.0,0.960247
4811,482024,482123,100.0,99.25,0.992500,461978.25,481100.0,0.960254
4812,482124,482223,100.0,96.75,0.967500,462075.0,481200.0,0.960256
4813,482224,482323,100.0,97.25,0.972500,462172.25,481300.0,0.960258
4814,482324,482423,100.0,96.25,0.962500,462268.5,481400.0,0.960259
4815,482424,482523,100.0,97.5,0.975000,462366.0,481500.0,0.960262
4816,482524,482623,100.0,99.0,0.990000,462465.0,481600.0,0.960268
4817,482624,482723,100.0,98.0,0.980000,462563.0,481700.0,0.960272
4818,482724,482823,100.0,98.0,0.980000,462661.0,481800.0,0.960276
4819,482824,482923,100.0,99.25,0.992500,462760.25,481900.0,0.960283
4820,482924,483023,100.0,99.75,0.997500,462860.0,482000.0,0.960290
4821,483024,483123,100.0,94.0,0.940000,462954.0,482100.0,0.960286
4822,483124,483223,100.0,96.0,0.960000,463050.0,482200.0,0.960286
4823,483224,483323,100.0,97.0,0.970000,463147.0,482300.0,0.960288
4824,483324,483423,100.0,100.0,1.000000,463247.0,482400.0,0.960296
