window_size,window_acc,global_acc,macro_f1,global_samples
100,0.95,0.8674712643678161,0.8903162055335969,34800
100,0.96,0.8677363896848137,0.9222689075630252,34900
100,0.84,0.8676571428571429,0.7801271775476211,35000
100,0.81,0.8674928774928775,0.6232549930541322,35100
100,0.94,0.8676988636363636,0.898179012345679,35200
100,0.97,0.8679886685552408,0.9328571428571428,35300
100,0.92,0.868135593220339,0.8219650909459391,35400
100,0.96,0.8683943661971831,0.8451298701298702,35500
100,0.98,0.8687078651685394,0.9335953520164046,35600
100,0.87,0.8687114845938375,0.8174216027874565,35700
100,0.96,0.8689664804469274,0.9474918322844591,35800
100,1.0,0.8693314763231198,1.0,35900
100,0.97,0.8696111111111111,0.9405986090412319,36000
100,0.99,0.8699445983379501,0.9889943074003795,36100
100,0.98,0.8702486187845304,0.9624456704828492,36200
100,0.98,0.8705509641873278,0.9361905961259509,36300
100,0.95,0.8707692307692307,0.9250200252125063,36400
100,0.94,0.8709589041095891,0.9230614543114544,36500
100,0.96,0.8712021857923498,0.9374447947970176,36600
100,0.94,0.8713896457765667,0.9093003880120927,36700
100,0.95,0.8716032608695652,0.7122416020671835,36800
100,0.95,0.8718157181571816,0.864980633401686,36900
100,0.98,0.8721081081081081,0.9699086757990867,37000
100,0.96,0.8723450134770889,0.9487210623822646,37100
100,0.99,0.8726612903225807,0.9913124832932371,37200
100,0.97,0.8729222520107238,0.7347697869101979,37300
100,0.91,0.8730213903743316,0.8166490486257928,37400
100,0.96,0.8732533333333333,0.9307953190220633,37500
100,0.96,0.8734840425531915,0.8957107843137255,37600
100,0.97,0.8737400530503979,0.9317527010804322,37700
100,0.98,0.874021164021164,0.9487670068027211,37800
100,0.93,0.8741688654353562,0.8880495463312801,37900
100,0.97,0.874421052631579,0.9326839826839827,38000
100,0.95,0.8746194225721785,0.8865239698573032,38100
100,0.93,0.8747643979057592,0.8855344954883362,38200
100,0.97,0.8750130548302872,0.8984441602728048,38300
100,0.94,0.8751822916666666,0.908693422724281,38400
100,0.97,0.8754285714285714,0.9347297297297298,38500
100,0.96,0.8756476683937824,0.9316853233830845,38600
100,0.97,0.875891472868217,0.9521015881708652,38700
100,0.98,0.876159793814433,0.9713563242198288,38800
100,0.98,0.876426735218509,0.9608044733044734,38900
100,0.95,0.8766153846153846,0.9342755512110351,39000
100,0.98,0.8768797953964195,0.9551069703243616,39100
100,0.96,0.8770918367346939,0.9302475312207735,39200
100,0.98,0.87735368956743,0.9518360160965795,39300
100,0.92,0.8774619289340102,0.8381756785438369,39400
100,0.98,0.8777215189873417,0.90431953822496,39500
100,0.98,0.877979797979798,0.9608585858585859,39600
100,0.91,0.8780604534005038,0.7921938911708732,39700
100,0.98,0.8783165829145728,0.9035087719298245,39800
100,0.95,0.8784962406015038,0.8115374077399394,39900
100,0.83,0.878375,0.6999841630357528,40000
100,0.65,0.8778054862842892,0.5965266412074923,40100
100,0.72,0.877412935323383,0.6425022346074978,40200
100,0.84,0.8773200992555831,0.8090721540638132,40300
100,0.9,0.8773762376237624,0.8752246181491465,40400
100,0.8,0.8771851851851852,0.7742854140395125,40500
100,0.85,0.8771182266009853,0.7790887688403254,40600
100,0.93,0.8772481572481573,0.9303072365466254,40700
100,0.94,0.8774019607843138,0.9223276208992511,40800
100,0.86,0.877359413202934,0.8314217758985201,40900
100,0.92,0.8774634146341463,0.9061817588214998,41000
100,0.85,0.8773965936739659,0.7928285687549712,41100
100,0.88,0.8774029126213593,0.8697907371579737,41200
100,0.87,0.8773849878934624,0.8612172049986789,41300
100,0.86,0.8773429951690821,0.8257047071702244,41400
100,0.89,0.8773734939759036,0.881469448244414,41500
100,0.91,0.8774519230769231,0.915856932368758,41600
100,0.93,0.8775779376498801,0.9068121166721289,41700
100,0.85,0.877511961722488,0.8244192563388992,41800
100,0.91,0.8775894988066826,0.8737508934384063,41900
100,0.88,0.8775952380952381,0.874088168372423,42000
100,0.9,0.8776484560570071,0.8921744778086452,42100
100,0.96,0.8778436018957346,0.9356233721558799,42200
100,0.88,0.8778486997635934,0.8815477699700569,42300
100,0.88,0.8778537735849057,0.8706577829626182,42400
100,0.95,0.8780235294117648,0.9399057525959535,42500
100,0.81,0.8778638497652582,0.8046946831941233,42600
100,0.9,0.8779156908665106,0.8941094619666049,42700
100,0.93,0.8780373831775701,0.9286854103343465,42800
100,0.92,0.8781351981351981,0.9056184389662117,42900
100,0.92,0.8782325581395349,0.899554262607759,43000
100,0.95,0.8783990719257541,0.9479326033587134,43100
100,0.86,0.8783564814814815,0.8408271723990143,43200
100,0.92,0.8784526558891455,0.9128490450337267,43300
100,0.89,0.8784792626728111,0.8807341839174694,43400
100,0.9,0.8785287356321839,0.8879107605869089,43500
100,0.9,0.8785779816513761,0.8863370547581074,43600
100,0.91,0.8786498855835241,0.8799060436435234,43700
100,0.9,0.8786986301369863,0.8944720151155224,43800
100,0.9,0.87874715261959,0.8939263322884012,43900
100,0.88,0.87875,0.8725843654415083,44000
100,0.85,0.8786848072562359,0.8290746609712127,44100
100,0.94,0.8788235294117647,0.9309358720375669,44200
100,0.91,0.8788939051918736,0.9000783699059561,44300
100,0.9,0.8789414414414415,0.8962158808933003,44400
100,0.88,0.8789438202247191,0.8341642924976258,44500
100,0.85,0.8788789237668161,0.8338293650793651,44600
100,0.95,0.8790380313199105,0.9298699623257023,44700
100,0.9,0.8790848214285715,0.8913494032848871,44800
100,0.92,0.8791759465478842,0.8855354606091526,44900
100,0.74,0.8788666666666667,0.7229959897761327,45000
100,0.65,0.878359201773836,0.3629713423831071,45100
100,0.54,0.8776106194690265,0.2729100351817725,45200
100,0.63,0.8770640176600442,0.36894771894771894,45300
100,0.63,0.8765198237885462,0.3681998286571,45400
100,0.73,0.8761978021978022,0.4108621641516378,45500
100,0.73,0.8758771929824561,0.3997668997668998,45600
100,0.85,0.8758205689277899,0.6131951381951382,45700
100,0.89,0.8758515283842795,0.7216879467452393,45800
100,0.87,0.875838779956427,0.6066600066600066,45900
100,0.91,0.8759130434782608,0.8636872076469392,46000
100,0.93,0.8760303687635574,0.8261119832548404,46100
100,0.95,0.8761904761904762,0.6731507823613087,46200
100,0.91,0.8762634989200864,0.7692638458892329,46300
100,0.92,0.8763577586206897,0.828968253968254,46400
100,0.92,0.8764516129032258,0.8147994849153789,46500
100,0.92,0.8765450643776824,0.8578545548654245,46600
100,0.95,0.8767023554603854,0.8825296695519627,46700
100,0.93,0.8768162393162393,0.8212669683257918,46800
100,0.95,0.8769722814498934,0.8997637956784544,46900
100,0.89,0.877,0.7650077891457201,47000
100,0.94,0.8771337579617834,0.7752635080715762,47100
100,0.93,0.8772457627118644,0.807166753562739,47200
100,0.93,0.8773572938689218,0.8978881075307104,47300
100,0.96,0.8775316455696203,0.9126443488943489,47400
100,0.95,0.8776842105263158,0.8669602087410306,47500
100,0.93,0.8777941176470588,0.7738526570048309,47600
100,0.94,0.8779245283018868,0.7850178806700545,47700
100,0.93,0.8780334728033473,0.8760912698412698,47800
100,0.92,0.8781210855949896,0.843034114732228,47900
100,0.9,0.8781666666666667,0.8808362369337979,48000
100,0.93,0.8782744282744283,0.8846153846153846,48100
100,0.95,0.8784232365145228,0.8413690476190476,48200
100,0.89,0.8784472049689441,0.7446500154178229,48300
100,0.95,0.878595041322314,0.8476757369614514,48400
100,0.91,0.878659793814433,0.6783882723480039,48500
100,0.9,0.8787037037037037,0.7116258741258741,48600
100,0.79,0.8785215605749487,0.5616110080395794,48700
100,0.91,0.8785860655737705,0.8034931287951421,48800
100,0.94,0.8787116564417178,0.8856612482440297,48900
100,0.93,0.8788163265306123,0.842991452991453,49000
100,0.94,0.8789409368635438,0.9138777888777889,49100
100,0.98,0.8791463414634146,0.9544970794970795,49200
100,0.96,0.8793103448275862,0.9068752178459393,49300
100,0.96,0.8794736842105263,0.894777968362874,49400
100,0.9,0.8795151515151515,0.8159112129700365,49500
100,0.91,0.8795766129032258,0.8375,49600
100,0.92,0.8796579476861167,0.8662636383224619,49700
100,0.92,0.8797389558232932,0.8308994926641985,49800
100,0.97,0.8799198396793587,0.9539112903225806,49900
